,carrier,distance,travel_time,segment,betweenness,shape
1445,Amerijet International,1288,176,"('SLW', 'GSP')",0.0002932598863218178,"[[-100.929000854, 25.5494995117], [-82.2189025879, 34.8956985474]]"
1446,Cayman Airways Limited,2748,0,"('SMF', 'GCM')",0.0002557813972480171,"[[-121.591003418, 38.695400238], [-81.3576965332, 19.2928009033]]"
1447,Sun Country Airlines d/b/a MN Airlines,2203,300,"('SMF', 'HUX')",0.0001170574656090975,"[[-121.591003418, 38.695400238], [-96.2626037598, 15.7753000259]]"
1448,Acropolis Aviation Ltd.,4392,0,"('SNN', 'AFW')",0.00040443806751550314,"[[-8.92481994629, 52.7019996643], [-97.3188018799, 32.9875984192]]"
1449,Dassault Falcon Service,2709,0,"('SNN', 'BGR')",0.0005518037620558938,"[[-8.92481994629, 52.7019996643], [-68.8281021118, 44.8073997498]]"
1450,VistaJet Limited,3813,0,"('SNN', 'BNA')",0.00023818228149803493,"[[-8.92481994629, 52.7019996643], [-86.6781997681, 36.1245002747]]"
1451,United Air Lines Inc.,3095,12979,"('SNN', 'EWR')",0.0006415787682276247,"[[-8.92481994629, 52.7019996643], [-74.1687011719, 40.6925010681]]"
1452,Omni Air International LLC,3307,444,"('SNN', 'IAD')",0.0006939564463068943,"[[-8.92481994629, 52.7019996643], [-77.45580292, 38.94449997]]"
1453,Albinati Aeronautics SA,5089,0,"('SNN', 'MRY')",0.001059395183001621,"[[-8.92481994629, 52.7019996643], [-121.843002319, 36.5870018005]]"
1454,United Air Lines Inc.,3590,463,"('SNN', 'ORD')",0.0007444898475990893,"[[-8.92481994629, 52.7019996643], [-87.90480042, 41.97859955]]"
1455,Titan Airways,2858,0,"('SNN', 'PSM')",0.0011482402097793996,"[[-8.92481994629, 52.7019996643], [-70.8233032227, 43.0778999329]]"
1456,Norwegian Air International Ltd.,2939,0,"('SNN', 'PVD')",0.00025536173919202374,"[[-8.92481994629, 52.7019996643], [-71.4204025269, 41.7326011658]]"
1457,Volga-Dnepr Airlines,3942,0,"('SNN', 'TIX')",0.0017910210858254928,"[[-8.92481994629, 52.7019996643], [-80.7992019653, 28.514799118]]"
1458,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",375,151,"('SNU', 'SRQ')",0.00016202971873538564,"[[-79.9436035156, 22.4922008514], [-82.554397583, 27.3953990936]]"
1459,Flying Service N.V.,4077,0,"('SPI', 'OXF')",0.0001246720538553051,"[[-89.67790221999999, 39.84410095], [-1.32000005245, 51.8368988037]]"
1460,Sichuan Airlines Co Ltd.,2188,0,"('SPN', 'CAN')",0.00018634297382481981,"[[145.729003906, 15.1190004349], [113.299003601, 23.3924007416]]"
1461,Beijing Capital Airlines,1914,0,"('SPN', 'HGH')",0.0001481114729607846,"[[145.729003906, 15.1190004349], [120.433998108, 30.2294998169]]"
1462,Hong Kong Airlines Limited,2138,0,"('SPN', 'HKG')",0.0006995691001957387,"[[145.729003906, 15.1190004349], [114.198074341, 22.3203040432]]"
1463,Asiana Airlines Inc.,1940,0,"('SPN', 'ICN')",0.0005125892222805714,"[[145.729003906, 15.1190004349], [126.450996399, 37.4691009521]]"
1464,China Eastern Airlines,2457,0,"('SPN', 'PEK')",0.0005506837196219399,"[[145.729003906, 15.1190004349], [116.584999084, 40.0801010132]]"
1465,Jeju Air Co Ltd.,1730,0,"('SPN', 'PUS')",0.001077952005555666,"[[145.729003906, 15.1190004349], [128.93800354, 35.1795005798]]"
1466,Sichuan Airlines Co Ltd.,1873,0,"('SPN', 'PVG')",0.0005020327351722745,"[[145.729003906, 15.1190004349], [121.805000305, 31.1434001923]]"
1467,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,4355,541,"('SPU', 'RME')",0.0023894862604540022,"[[16.2980003357, 43.538898468], [-75.40699768, 43.23379898]]"
1468,Swiss Air Ambulance,3376,0,"('SRQ', 'SMA')",0.0002506976014920763,"[[-82.554397583, 27.3953990936], [-25.1706008911, 36.9714012146]]"
1469,JetBlue Airways,1582,7901,"('STI', 'BOS')",0.0003304902916678485,"[[-70.6046981812, 19.4060993195], [-71.00520325, 42.36429977]]"
1470,Federal Express Corporation,236,1623,"('STI', 'BQN')",0.00029083147022959286,"[[-70.6046981812, 19.4060993195], [-67.1294021606, 18.4948997498]]"
1471,Delta Air Lines Inc.,1409,258,"('STI', 'BWI')",0.0001677768490547467,"[[-70.6046981812, 19.4060993195], [-76.66829681, 39.17539978]]"
1472,Delta Air Lines Inc.,1740,309,"('STI', 'DTW')",0.00031238028780810565,"[[-70.6046981812, 19.4060993195], [-83.3534011841, 42.2123985291]]"
1473,JetBlue Airways,1481,6855,"('STI', 'EWR')",0.0004116141874308783,"[[-70.6046981812, 19.4060993195], [-74.1687011719, 40.6925010681]]"
1474,Spirit Air Lines,762,514,"('STI', 'FLL')",0.00044143516539168917,"[[-70.6046981812, 19.4060993195], [-80.1527023315, 26.072599411]]"
1475,JetBlue Airways,1407,344,"('STI', 'IAD')",0.0004438708930955599,"[[-70.6046981812, 19.4060993195], [-77.45580292, 38.94449997]]"
1476,United Air Lines Inc.,1117,242,"('STI', 'ILM')",0.00023798116450523925,"[[-70.6046981812, 19.4060993195], [-77.9026031494, 34.2705993652]]"
1477,JetBlue Airways,1475,27476,"('STI', 'JFK')",0.0006251578437362895,"[[-70.6046981812, 19.4060993195], [-73.77890015, 40.63980103]]"
1478,United Air Lines Inc.,918,164,"('STI', 'MCO')",0.0002936956403064849,"[[-70.6046981812, 19.4060993195], [-81.3089981079, 28.4293994904]]"
1479,JetBlue Airways,1251,213,"('STI', 'ORF')",0.0001547148346111304,"[[-70.6046981812, 19.4060993195], [-76.2012023926, 36.8945999146]]"
1480,JetBlue Airways,308,2363,"('STI', 'SJU')",0.0003014088359763964,"[[-70.6046981812, 19.4060993195], [-66.0018005371, 18.4393997192]]"
1481,TAG Aviation (UK) Ltd.,4192,0,"('STL', 'LTN')",0.00019425960958543157,"[[-90.3700027466, 38.7486991882], [0.0, 0.0]]"
1482,"Eastern Airlines f/k/a Dynamic Airways, LLC",1583,228,"('STL', 'MBJ')",0.0002306114305856554,"[[-90.3700027466, 38.7486991882], [-77.9133987427, 18.5037002563]]"
1483,VistaJet Limited,3473,0,"('STN', 'TEB')",0.0006498029012832337,"[[0.234999999404, 51.8849983215], [-74.060798645, 40.8501014709]]"
1484,DCA,5672,0,"('STR', 'LAS')",0.00026745367547302654,"[[9.22196006775, 48.6898994446], [-115.1520004, 36.08010101]]"
1485,DCA,5321,0,"('STR', 'PDX')",0.00018341436519677502,"[[9.22196006775, 48.6898994446], [-122.5979996, 45.58869934]]"
1486,DCA,4218,0,"('STR', 'PTK')",0.0002395361276155167,"[[9.22196006775, 48.6898994446], [-83.4200973511, 42.6655006409]]"
1487,Western Global,4915,658,"('STR', 'RSW')",0.00017460692386589557,"[[9.22196006775, 48.6898994446], [-81.7552032471, 26.5361995697]]"
1488,Chartright Air Inc.,1359,0,"('SUA', 'YTM')",0.000644274024218016,"[[-80.22109985, 27.18169975], [-74.7799987793, 46.4094009399]]"
1489,Atlas Air Inc.,6419,715,"('SUU', 'VCP')",0.001962501737489139,"[[-121.927001953, 38.2626991272], [-47.1344985962, -23.0074005127]]"
1490,Norwegian Air Shuttle ASA,3883,0,"('SWF', 'ARN')",0.0002460995419826819,"[[-74.1047973633, 41.5041007996], [17.9186000824, 59.6519012451]]"
1491,Norwegian Air International Ltd.,3456,0,"('SWF', 'BGO')",0.0023894862604540022,"[[-74.1047973633, 41.5041007996], [5.218140125, 60.29339981]]"
1492,"Polaris Aviation Solutions, LLC",3586,389,"('SWF', 'BOD')",0.00024152435009680293,"[[-74.1047973633, 41.5041007996], [-0.715556025505, 44.8283004761]]"
1493,Norwegian Air Shuttle ASA,3824,0,"('SWF', 'CPH')",0.00024785627207613985,"[[-74.1047973633, 41.5041007996], [12.6560001373, 55.6179008484]]"
1494,Norwegian Air Shuttle ASA,3446,0,"('SWF', 'LGW')",0.000269028470634876,"[[-74.1047973633, 41.5041007996], [-0.190277993679, 51.1481018066]]"
1495,"Jet Aviation Flight Services, Inc.",1047,184,"('SWF', 'MHH')",0.000363775792355378,"[[-74.1047973633, 41.5041007996], [-77.0835037231, 26.5114002228]]"
1496,Norwegian Air International Ltd.,3498,0,"('SWF', 'SVG')",0.000488179184589505,"[[-74.1047973633, 41.5041007996], [5.6377801895, 58.876701354]]"
1497,Volga-Dnepr Airlines,1034,0,"('SWF', 'YYR')",0.0004914584612091766,"[[-74.1047973633, 41.5041007996], [-60.4258003235, 53.3191986084]]"
1498,JetBlue Airways,1668,299,"('SXM', 'BWI')",0.0002502324994786044,"[[-63.1088981628, 18.0410003662], [-76.66829681, 39.17539978]]"
1499,Chartright Air Inc.,1448,0,"('SXM', 'JAX')",0.00029793088897291434,"[[-63.1088981628, 18.0410003662], [-81.6878967285, 30.4941005707]]"
1500,American Airlines Inc.,1237,194,"('SXM', 'PBI')",0.00039258681831618,"[[-63.1088981628, 18.0410003662], [-80.0955963135, 26.6832008362]]"
1501,VistaJet Limited,9841,0,"('SYD', 'TEB')",0.0008030720342606962,"[[151.177001953, -33.9460983276], [-74.060798645, 40.8501014709]]"
1502,Trans Northern Airways d/b/a Air Unlimited Charter Services,191,173,"('TCB', 'FPR')",0.00028198904191098565,"[[-77.3912963867, 26.745300293], [-80.36830139, 27.49510002]]"
1503,Trans Northern Airways d/b/a Air Unlimited Charter Services,274,2985,"('TCB', 'SFB')",0.0002909891786014052,"[[-77.3912963867, 26.745300293], [-81.2375030518, 28.7775993347]]"
1504,"Jet Aviation Flight Services, Inc.",2743,336,"('TEB', 'AEY')",0.0023894862604540027,"[[-74.060798645, 40.8501014709], [-18.0727005005, 65.6600036621]]"
1505,VistaJet Limited,783,0,"('TEB', 'BDA')",0.0010568293898556838,"[[-74.060798645, 40.8501014709], [-64.6787033081, 32.3639984131]]"
1506,Chartright Air Inc.,3381,0,"('TEB', 'BHX')",0.0007426122049324014,"[[-74.060798645, 40.8501014709], [-1.74802994728, 52.4538993835]]"
1507,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,1086,150,"('TEB', 'BIM')",0.0012860329342476535,"[[-74.060798645, 40.8501014709], [-79.2647018433, 25.6998996735]]"
1508,VistaJet Limited,3928,0,"('TEB', 'BJL')",0.0023894862604540027,"[[-74.060798645, 40.8501014709], [-16.6522006989, 13.3380002975]]"
1509,VistaJet Limited,4298,0,"('TEB', 'CIA')",0.0007375398627943544,"[[-74.060798645, 40.8501014709], [12.5949001312, 41.7994003296]]"
1510,VistaJet Limited,5223,0,"('TEB', 'ESB')",0.0023894862604540027,"[[-74.060798645, 40.8501014709], [32.995098114, 40.1281013489]]"
1511,"Jet Aviation Flight Services, Inc.",1546,226,"('TEB', 'GCM')",0.0010242800500792164,"[[-74.060798645, 40.8501014709], [-81.3576965332, 19.2928009033]]"
1512,"Jet Aviation Flight Services, Inc.",2558,340,"('TEB', 'GEO')",0.0007296605345691945,"[[-74.060798645, 40.8501014709], [-58.2541007996, 6.4985499382]]"
1513,CAT Aviation,3717,0,"('TEB', 'GWT')",0.0023894862604540027,"[[-74.060798645, 40.8501014709], [8.34047031403, 54.9132003784]]"
1514,"Jet Aviation Flight Services, Inc.",5027,550,"('TEB', 'JMK')",0.0011181131938816959,"[[-74.060798645, 40.8501014709], [25.3481006622, 37.4351005554]]"
1515,VistaJet Limited,3635,0,"('TEB', 'LBG')",0.0009502474656857705,"[[-74.060798645, 40.8501014709], [2.44139003754, 48.9693984985]]"
1516,Dassault Falcon Service,3621,0,"('TEB', 'LIL')",0.0023894862604540027,"[[-74.060798645, 40.8501014709], [3.08944010735, 50.5619010925]]"
1517,VistaJet Limited,3449,0,"('TEB', 'LTN')",0.0010492542106632133,"[[-74.060798645, 40.8501014709], [0.0, 0.0]]"
1518,CAT Aviation,3995,0,"('TEB', 'LUG')",0.0023894862604540027,"[[-74.060798645, 40.8501014709], [8.9105796814, 46.0042991638]]"
1519,VistaJet Limited,3838,0,"('TEB', 'LYS')",0.004584547415286409,"[[-74.060798645, 40.8501014709], [5.09082984924, 45.726398468]]"
1520,"Jet Aviation Flight Services, Inc.",1556,214,"('TEB', 'MBJ')",0.0014680719501299507,"[[-74.060798645, 40.8501014709], [-77.9133987427, 18.5037002563]]"
1521,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,4606,489,"('TEB', 'MLA')",0.0012672492499295241,"[[-74.060798645, 40.8501014709], [14.4775, 35.857498]]"
1522,VistaJet Limited,3914,0,"('TEB', 'MRS')",0.0010772181071486454,"[[-74.060798645, 40.8501014709], [5.22142410278, 43.439271922]]"
1523,VistaJet Limited,4406,0,"('TEB', 'NAP')",0.0011111007965987525,"[[-74.060798645, 40.8501014709], [14.2908000946, 40.8860015869]]"
1524,VistaJet Limited,3996,0,"('TEB', 'NCE')",0.000650381079662855,"[[-74.060798645, 40.8501014709], [7.21586990356, 43.6584014893]]"
1525,TAG Aviation (UK) Ltd.,3454,0,"('TEB', 'NHT')",0.0008691803087456338,"[[-74.060798645, 40.8501014709], [-0.418166995049, 51.5530014038]]"
1526,VistaJet Limited,3924,0,"('TEB', 'PMI')",0.0008037590369602827,"[[-74.060798645, 40.8501014709], [2.73881006241, 39.551700592]]"
1527,"Jet Aviation Flight Services, Inc.",3982,432,"('TEB', 'SXF')",0.0007164842590545727,"[[-74.060798645, 40.8501014709], [13.5225000381, 52.3800010681]]"
1528,"Jet Aviation Flight Services, Inc.",3967,454,"('TEB', 'TLN')",0.0018935982196401644,"[[-74.060798645, 40.8501014709], [6.14602994919, 43.0973014832]]"
1529,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,4158,469,"('TEB', 'VCE')",0.0005433980275919743,"[[-74.060798645, 40.8501014709], [12.3519001007, 45.5052986145]]"
1530,Tradewind Aviation,309,96,"('TEB', 'YCM')",0.0015344146437430498,"[[-74.060798645, 40.8501014709], [-79.1716995239, 43.1916999817]]"
1531,Tradewind Aviation,513,120,"('TEB', 'YFC')",0.0023894862604540027,"[[-74.060798645, 40.8501014709], [-66.5372009277, 45.8689002991]]"
1532,Sata Internacional,4908,0,"('TER', 'OAK')",0.00041069586080659184,"[[-27.0907993317, 38.7617988586], [-122.221000671, 37.7212982178]]"
1533,ABX Air Inc,2514,702,"('TER', 'WRI')",0.0017233412968440218,"[[-27.0907993317, 38.7617988586], [-74.59169769, 40.0155983]]"
1534,Air Canada,1446,0,"('TLC', 'DEN')",0.0002980014482211063,"[[-99.5660018921, 19.3370990753], [-104.672996521, 39.8616981506]]"
1535,Amerijet International,1508,205,"('TLC', 'GSP')",0.00018533664059817518,"[[-99.5660018921, 19.3370990753], [-82.2189025879, 34.8956985474]]"
1536,Gulf And Caribbean Cargo,1864,234,"('TLC', 'PTK')",0.00025125704450607006,"[[-99.5660018921, 19.3370990753], [-83.4200973511, 42.6655006409]]"
1537,Gulf And Caribbean Cargo,1791,492,"('TLC', 'TOL')",0.0007219119747953044,"[[-99.5660018921, 19.3370990753], [-83.80780029, 41.58679962]]"
1538,Amerijet International,1836,243,"('TLC', 'YIP')",0.0001699085638053354,"[[-99.5660018921, 19.3370990753], [-83.53040314, 42.23789978]]"
1539,El Al Israel Airlines Ltd.,5885,0,"('TLV', 'ADW')",0.0023894862604540022,"[[34.8866996765, 32.0113983154], [-76.8669967651, 38.810798645]]"
1540,United Air Lines Inc.,5308,678,"('TLV', 'BGR')",0.00040903326865994786,"[[34.8866996765, 32.0113983154], [-68.8281021118, 44.8073997498]]"
1541,United Air Lines Inc.,5692,21955,"('TLV', 'EWR')",0.0006268574991652957,"[[34.8866996765, 32.0113983154], [-74.1687011719, 40.6925010681]]"
1542,United Air Lines Inc.,5904,799,"('TLV', 'IAD')",0.0006140368091271176,"[[34.8866996765, 32.0113983154], [-77.45580292, 38.94449997]]"
1543,Western Global,6091,768,"('TLV', 'LCK')",0.0005812404349366706,"[[34.8866996765, 32.0113983154], [-82.927803, 39.813801]]"
1544,United Air Lines Inc.,7422,25595,"('TLV', 'SFO')",0.0005712368296909749,"[[34.8866996765, 32.0113983154], [-122.375, 37.6189994812]]"
1545,Tropic Ocean Airways LLC,73,253,"('TMB', 'CXY')",0.00022180020973151798,"[[-80.432800293, 25.6478996277], [-79.266998291, 25.6000003815]]"
1546,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,255,60,"('TPA', 'BIM')",0.0003291423500957108,"[[-82.533203125, 27.9755001068], [-79.2647018433, 25.6998996735]]"
1547,Avjet Corporation,4434,510,"('TPA', 'BQH')",0.0004903005322822972,"[[-82.533203125, 27.9755001068], [0.0324999988079, 51.3307991028]]"
1548,Lufthansa German Airlines,4818,0,"('TPA', 'FRA')",0.00023877585583069547,"[[-82.533203125, 27.9755001068], [8.54313, 50.026402]]"
1549,Cayman Airways Limited,602,0,"('TPA', 'GCM')",0.000185665728118898,"[[-82.533203125, 27.9755001068], [-81.3576965332, 19.2928009033]]"
1550,"Jet Aviation Flight Services, Inc.",1055,174,"('TPA', 'GUA')",0.00023396626302668084,"[[-82.533203125, 27.9755001068], [-90.5274963379, 14.5832996368]]"
1551,Southwest Airlines Co.,343,2315,"('TPA', 'HAV')",0.00019647942339650698,"[[-82.533203125, 27.9755001068], [-82.4091033936, 22.989200592]]"
1552,Icelandair,3597,0,"('TPA', 'KEF')",0.00031095595176480165,"[[-82.533203125, 27.9755001068], [-22.6056003571, 63.9850006104]]"
1553,British Airways Plc,4427,0,"('TPA', 'LGW')",0.00016338801854120456,"[[-82.533203125, 27.9755001068], [-0.190277993679, 51.1481018066]]"
1554,Cayman Airways Limited,715,0,"('TPA', 'MBJ')",0.0002820274158636074,"[[-82.533203125, 27.9755001068], [-77.9133987427, 18.5037002563]]"
1555,Aeromexico,1200,0,"('TPA', 'MEX')",0.000248207943875277,"[[-82.533203125, 27.9755001068], [-99.0720977783, 19.4363002777]]"
1556,Silver Airways,350,546,"('TPA', 'MHH')",0.00029383614293107015,"[[-82.533203125, 27.9755001068], [-77.0835037231, 26.5114002228]]"
1557,Silver Airways,373,3725,"('TPA', 'NAS')",0.0003628051992153242,"[[-82.533203125, 27.9755001068], [-77.4662017822, 25.0389995575]]"
1558,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",411,90,"('TPA', 'SNU')",0.00032627629830144465,"[[-82.533203125, 27.9755001068], [-79.9436035156, 22.4922008514]]"
1559,Miami Air International,1701,245,"('TPA', 'YWG')",0.00022578521219806575,"[[-82.533203125, 27.9755001068], [-97.2398986816, 49.9099998474]]"
1560,Envoy Air,522,143,"('TRC', 'ABI')",0.0001696243000860552,"[[-103.411003113, 25.5683002472], [-99.6819000244, 32.4113006592]]"
1561,"Jet Aviation Flight Services, Inc.",2688,340,"('TUS', 'BDA')",0.00035336188560863065,"[[-110.941001892, 32.1161003113], [-64.6787033081, 32.3639984131]]"
1562,Atlas Air Inc.,5584,592,"('TUS', 'XCR')",0.0002639109066180557,"[[-110.941001892, 32.1161003113], [4.18449020386, 48.7761001587]]"
1563,Western Global,1960,290,"('UAM', 'OSN')",0.0001354157224543109,"[[144.929992676, 13.5839996338], [127.029999, 37.090599]]"
1564,Federal Express Corporation,4684,634,"('VCP', 'BHM')",0.0001521398668834147,"[[-47.1344985962, -23.0074005127], [-86.75350189, 33.56290054]]"
1565,Federal Express Corporation,3156,1997,"('VCP', 'BQN')",0.00023744918359245467,"[[-47.1344985962, -23.0074005127], [-67.1294021606, 18.4948997498]]"
1566,Glock Aviation GmbH,4994,0,"('VIE', 'FTY')",0.0023894862604540022,"[[16.5697002411, 48.1102981567], [-84.5214004517, 33.7790985107]]"
1567,"Jet Aviation Flight Services, Inc.",2512,334,"('VNY', 'MHH')",0.00031826999186638485,"[[-118.489997864, 34.2098007202], [-77.0835037231, 26.5114002228]]"
1568,VistaJet Limited,6078,0,"('VNY', 'NCE')",0.00014776577657634553,"[[-118.489997864, 34.2098007202], [7.21586990356, 43.6584014893]]"
1569,China Southern Airlines,6479,0,"('WUH', 'SFO')",0.001632798711791461,"[[114.208000183, 30.7838001251], [-122.375, 37.6189994812]]"
1570,London Air Services Limited,1117,0,"('YCD', 'PSP')",0.0010974708372638554,"[[-123.869862556, 49.0549702249], [-116.507003784, 33.82970047]]"
1571,United Air Lines Inc.,1785,319,"('YEG', 'AUS')",0.000565702448604244,"[[-113.580001831, 53.3097000122], [-97.6698989868, 30.1944999695]]"
1572,Westjet,1384,0,"('YEG', 'AZA')",0.00034647063670165053,"[[-113.580001831, 53.3097000122], [-111.6549988, 33.30780029]]"
1573,Chartright Air Inc.,684,0,"('YEG', 'BOI')",0.00031355048967523407,"[[-113.580001831, 53.3097000122], [-116.2229996, 43.56439972]]"
1574,Chartright Air Inc.,790,0,"('YEG', 'CPR')",0.0004959728112221335,"[[-113.580001831, 53.3097000122], [-106.4639969, 42.90800095]]"
1575,Air Canada,1638,0,"('YEG', 'DAL')",0.0003205760410472245,"[[-113.580001831, 53.3097000122], [-96.8517990112, 32.8470993042]]"
1576,SkyWest Airlines Inc.,1019,10288,"('YEG', 'DEN')",0.0003742053634322373,"[[-113.580001831, 53.3097000122], [-104.672996521, 39.8616981506]]"
1577,Flair Airlines Ltd.,1431,0,"('YEG', 'FAI')",0.0006299705409409372,"[[-113.580001831, 53.3097000122], [-147.8560028, 64.81510162]]"
1578,SkyWest Airlines Inc.,863,234,"('YEG', 'FAR')",0.00047416895500177126,"[[-113.580001831, 53.3097000122], [-96.8158035278, 46.9207000732]]"
1579,SkyWest Airlines Inc.,414,83,"('YEG', 'GTF')",0.0006771240844427516,"[[-113.580001831, 53.3097000122], [-111.3710022, 47.48199844]]"
1580,Delta Air Lines Inc.,2026,258,"('YEG', 'HPN')",0.0008981543346407227,"[[-113.580001831, 53.3097000122], [-73.7076034546, 41.0670013428]]"
1581,Westjet,1192,0,"('YEG', 'LAS')",0.0004359387761229591,"[[-113.580001831, 53.3097000122], [-115.1520004, 36.08010101]]"
1582,Westjet,3176,0,"('YEG', 'OGG')",0.0005613643021769362,"[[-113.580001831, 53.3097000122], [-156.429992676, 20.8985996246]]"
1583,"Jet Aviation Flight Services, Inc.",602,108,"('YEG', 'OLM')",0.002389486260454002,"[[-113.580001831, 53.3097000122], [-122.9029999, 46.9693985]]"
1584,Delta Air Lines Inc.,670,108,"('YEG', 'PDX')",0.0003328366820736831,"[[-113.580001831, 53.3097000122], [-122.5979996, 45.58869934]]"
1585,Mesa Airlines Inc.,1374,13537,"('YEG', 'PHX')",0.0005042112515831951,"[[-113.580001831, 53.3097000122], [-112.012001038, 33.434299469]]"
1586,Westjet,1353,0,"('YEG', 'PSP')",0.0007070480268302706,"[[-113.580001831, 53.3097000122], [-116.507003784, 33.82970047]]"
1587,Jazz Aviation LP,1163,0,"('YEG', 'SFO')",0.0007288637459288324,"[[-113.580001831, 53.3097000122], [-122.375, 37.6189994812]]"
1588,"Jet Aviation Flight Services, Inc.",1341,204,"('YEG', 'VNY')",0.0002877561196078715,"[[-113.580001831, 53.3097000122], [-118.489997864, 34.2098007202]]"
1589,Kenmore Air Harbor,23,30,"('YGG', 'RCE')",0.0006039455105669028,"[[-123.4969, 48.8545], [-123.138999939, 48.6123008728]]"
1590,Chartright Air Inc.,312,0,"('YHM', 'ALB')",0.00043408171183366504,"[[-79.9349975586, 43.1735992432], [-73.8016967773, 42.748298645]]"
1591,Gulf And Caribbean Cargo,63,108,"('YHM', 'BUF')",0.0002292507692462,"[[-79.9349975586, 43.1735992432], [-78.73220062, 42.94049835]]"
1592,Cargojet Airways Ltd.,317,0,"('YHM', 'DAY')",0.0002848184209569196,"[[-79.9349975586, 43.1735992432], [-84.2193984985, 39.9024009705]]"
1593,Cargojet Airways Ltd.,343,0,"('YHM', 'EWR')",0.0008364022296555732,"[[-79.9349975586, 43.1735992432], [-74.1687011719, 40.6925010681]]"
1594,Cargojet Airways Ltd.,694,0,"('YHM', 'HSV')",0.00026701920950163486,"[[-79.9349975586, 43.1735992432], [-86.775100708, 34.6371994019]]"
1595,Westjet,1926,0,"('YHM', 'LAS')",0.0004195697695927006,"[[-79.9349975586, 43.1735992432], [-115.1520004, 36.08010101]]"
1596,USA Jet Airlines Inc.,777,125,"('YHM', 'MEM')",0.00046429894626321756,"[[-79.9349975586, 43.1735992432], [-89.9766998291, 35.0424003601]]"
1597,Tradewind Aviation,328,84,"('YHM', 'MMU')",0.0004539571075237169,"[[-79.9349975586, 43.1735992432], [-74.4149017334, 40.7994003296]]"
1598,Bradley Air Services Ltd.,1137,0,"('YHM', 'PBI')",0.000613867675997271,"[[-79.9349975586, 43.1735992432], [-80.0955963135, 26.6832008362]]"
1599,Cargojet Airways Ltd.,1854,0,"('YHM', 'PHX')",0.0005297979519975136,"[[-79.9349975586, 43.1735992432], [-112.012001038, 33.434299469]]"
1600,Gulf And Caribbean Cargo,180,114,"('YHM', 'PTK')",0.0004378868463777352,"[[-79.9349975586, 43.1735992432], [-83.4200973511, 42.6655006409]]"
1601,United Parcel Service,460,1833,"('YHM', 'SDF')",0.0004981471797903421,"[[-79.9349975586, 43.1735992432], [-85.736000061, 38.1744003296]]"
1602,Tradewind Aviation,342,90,"('YHM', 'TEB')",0.001383402413345242,"[[-79.9349975586, 43.1735992432], [-74.060798645, 40.8501014709]]"
1603,Western Global,1211,207,"('YHZ', 'CHS')",0.00045724987133012623,"[[-63.5085983276, 44.8807983398], [-80.04049683, 32.89860153]]"
1604,Cargojet Airways Ltd.,1110,0,"('YHZ', 'DAY')",0.00030565121415261696,"[[-63.5085983276, 44.8807983398], [-84.2193984985, 39.9024009705]]"
1605,Western Global,2729,410,"('YHZ', 'LSV')",0.0023894862604540022,"[[-63.5085983276, 44.8807983398], [-115.033996582, 36.2361984253]]"
1606,Kalitta Charters II,181,50,"('YIP', 'YKF')",0.0002256697743459239,"[[-83.53040314, 42.23789978], [-80.3786010742, 43.4608001709]]"
1607,Kalitta Charters II,30,35,"('YIP', 'YQG')",0.0001980501177904683,"[[-83.53040314, 42.23789978], [-82.9555969238, 42.2756004333]]"
1608,"Jet Aviation Flight Services, Inc.",537,100,"('YIP', 'YUL')",0.0006229687258557107,"[[-83.53040314, 42.23789978], [-73.7407989502, 45.4706001282]]"
1609,Kalitta Charters II,1544,195,"('YIP', 'YYT')",0.00016436886512134763,"[[-83.53040314, 42.23789978], [-52.7518997192, 47.618598938]]"
1610,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,852,134,"('YKA', 'CPR')",0.00020788894185388976,"[[-120.444000244, 50.7022018433], [-106.4639969, 42.90800095]]"
1611,Nolinor Aviation,607,0,"('YKF', 'BNA')",0.0002692844563529214,"[[-80.3786010742, 43.4608001709], [-86.6781997681, 36.1245002747]]"
1612,Chartright Air Inc.,301,0,"('YKF', 'FWA')",0.0007632977121783917,"[[-80.3786010742, 43.4608001709], [-85.19509888, 40.97850037]]"
1613,Tradewind Aviation,371,114,"('YKF', 'TEB')",0.0011488482444314988,"[[-80.3786010742, 43.4608001709], [-74.060798645, 40.8501014709]]"
1614,Chartright Air Inc.,784,0,"('YLW', 'CPR')",0.0003085602913314519,"[[-119.377998352, 49.9561004639], [-106.4639969, 42.90800095]]"
1615,Chartright Air Inc.,259,0,"('YLW', 'FCA')",0.0005355366897757405,"[[-119.377998352, 49.9561004639], [-114.255996704, 48.3105010986]]"
1616,London Air Services Limited,182,0,"('YLW', 'GEG')",0.0002772189087556816,"[[-119.377998352, 49.9561004639], [-117.533996582, 47.6198997498]]"
1617,London Air Services Limited,412,0,"('YLW', 'HLN')",0.0023894862604540022,"[[-119.377998352, 49.9561004639], [-111.983001709, 46.6068000793]]"
